Lisa Conn 8D V3 2010.02.27 12:10 ,,
Freq,Impedancedata,Phase
3194.5,1.838984847,-0.65065041
3195,1.840960503,-0.650493091
3195.5,1.843282104,-0.653803585
3196,1.845278621,-0.653900504
3196.5,1.8472085,-0.657478758
3197,1.848886609,-0.657967048
3197.5,1.849742413,-0.662060147
3198,1.849774718,-0.6626825
3198.5,1.849211097,-0.666386039
3199,1.848893285,-0.666622857
3199.5,1.847577929,-0.670320613
3200,1.846441746,-0.670053476
3200.5,1.845152617,-0.673495655
3201,1.843456388,-0.673103543
3201.5,1.841639757,-0.676260018
3202,1.8393296,-0.675294708
3202.5,1.838187456,-0.677810148
3203,1.836314201,-0.676818298
3203.5,1.835811496,-0.679054007
3204,1.834607244,-0.678733866
3204.5,1.832456827,-0.681181636
3205,1.830931902,-0.680152163
3205.5,1.829082847,-0.682413121
3206,1.827693462,-0.681148754
3206.5,1.826266527,-0.68337372
3207,1.824789762,-0.682237905
3207.5,1.822913885,-0.684235806
3208,1.821923614,-0.682653693
3208.5,1.820807099,-0.684779858
3209,1.819859385,-0.683337754
3209.5,1.818938375,-0.685508746
3210,1.818078637,-0.684151788
3210.5,1.817470908,-0.686425946
3211,1.816602945,-0.685425089
3211.5,1.815666914,-0.687822471
3212,1.814765096,-0.687030026
3212.5,1.813287854,-0.689743263
3213,1.811424851,-0.689070069
3213.5,1.80890882,-0.691367348
3214,1.807427645,-0.690163563
3214.5,1.805154085,-0.692622751
3215,1.803471684,-0.691347781
3215.5,1.801139593,-0.693923046
3216,1.799075127,-0.692550089
3216.5,1.796774387,-0.695291333
3217,1.793535471,-0.693973841
3217.5,1.790809631,-0.696151863
3218,1.787483454,-0.694620967
3218.5,1.784579873,-0.696401282
3219,1.781495333,-0.694570488
3219.5,1.778880358,-0.696169673
3220,1.77590704,-0.694344185
3220.5,1.773157477,-0.695776452
3221,1.770292044,-0.693875438
3221.5,1.767090917,-0.695174498
3222,1.764137626,-0.692709137
3222.5,1.761670351,-0.693567008
3223,1.759627104,-0.69113353
3223.5,1.757295132,-0.692251148
3224,1.755102992,-0.689783567
3224.5,1.752665997,-0.690819524
3225,1.750466108,-0.68805273
3225.5,1.748331547,-0.68893882
3226,1.74618566,-0.685802852
3226.5,1.745255709,-0.686363107
3227,1.743916154,-0.683584968
3227.5,1.743443727,-0.68435046
3228,1.74219346,-0.682134448
3228.5,1.74097538,-0.682864785
3229,1.740218282,-0.680457319
3229.5,1.73919332,-0.681531884
3230,1.738093376,-0.679297516
3230.5,1.736627698,-0.680336537
3231,1.735397458,-0.677841631
3231.5,1.734272957,-0.678697336
3232,1.733502269,-0.676380925
3232.5,1.731865048,-0.67750772
3233,1.730692744,-0.674776019
3233.5,1.729595542,-0.675741042
3234,1.728406549,-0.67304307
3234.5,1.727449298,-0.673729408
3235,1.727061152,-0.670889593
3235.5,1.726889968,-0.671966699
3236,1.726361513,-0.66964039
3236.5,1.725716829,-0.671037238
3237,1.724053979,-0.668749708
3237.5,1.723045588,-0.669376301
3238,1.722360015,-0.666931424
3238.5,1.721202135,-0.667781749
3239,1.720314264,-0.664986676
3239.5,1.719887495,-0.665442528
3240,1.720306873,-0.662941415
3240.5,1.719636559,-0.664238357
3241,1.719008684,-0.661670542
3241.5,1.718286037,-0.662676416
3242,1.717701197,-0.659914981
3242.5,1.717414737,-0.660727283
3243,1.7173841,-0.658065615
3243.5,1.717251897,-0.659148506
3244,1.717122793,-0.656572434
3244.5,1.717112422,-0.657831474
3245,1.716457725,-0.655445121
3245.5,1.716033101,-0.656419717
3246,1.715599895,-0.653713764
3246.5,1.715855241,-0.654639865
3247,1.715592623,-0.652277617
3247.5,1.715593457,-0.653226052
3248,1.715384364,-0.650939311
3248.5,1.715019345,-0.651904369
3249,1.714692593,-0.649462864
3249.5,1.714028716,-0.650250027
3250,1.713804722,-0.647217971
3250.5,1.714266181,-0.647617876
3251,1.715303302,-0.64479105
3251.5,1.716272473,-0.645714274
3252,1.717390537,-0.643146672
3252.5,1.718780398,-0.644404625
3253,1.719674468,-0.642450118
3253.5,1.720123529,-0.643868859
3254,1.720654488,-0.641603542
3254.5,1.721384406,-0.642866901
3255,1.722231627,-0.640646903
3255.5,1.723067999,-0.642119226
3256,1.723647833,-0.639850909
3256.5,1.725172043,-0.641143295
3257,1.72636342,-0.639532863
3257.5,1.726797462,-0.641291585
3258,1.727301598,-0.639135605
3258.5,1.728693247,-0.640534007
3259,1.730006337,-0.638773134
3259.5,1.731593132,-0.64059784
3260,1.732894421,-0.639421778
3260.5,1.733482003,-0.641713708
3261,1.733843684,-0.640262678
3261.5,1.734764695,-0.64226657
3262,1.735320926,-0.64119323
3262.5,1.735466838,-0.643299954
3263,1.735960722,-0.641939554
3263.5,1.736409664,-0.644146381
3264,1.736743808,-0.642994973
3264.5,1.736920476,-0.645248391
3265,1.737081528,-0.644181406
3265.5,1.736688614,-0.646344067
3266,1.737217307,-0.644811363
3266.5,1.737791896,-0.647308955
3267,1.738065958,-0.646279493
3267.5,1.738430977,-0.648978331
3268,1.738398433,-0.648325726
3268.5,1.737923622,-0.651286651
3269,1.737030625,-0.650485845
3269.5,1.736395359,-0.65325421
3270,1.735197902,-0.652506586
3270.5,1.734190583,-0.655144359
3271,1.732850194,-0.654335452
3271.5,1.731631398,-0.656945377
3272,1.730041623,-0.656148282
3272.5,1.728426933,-0.658742525
3273,1.726249337,-0.657810332
3273.5,1.724408269,-0.659903222
3274,1.722863913,-0.658790928
3274.5,1.721108675,-0.661054242
3275,1.719552636,-0.659991978
3275.5,1.717565536,-0.662399949
3276,1.715861797,-0.66130507
3276.5,1.713641405,-0.664054882
3277,1.710595608,-0.662967606
3277.5,1.707707882,-0.664991727
3278,1.705129981,-0.663388929
3278.5,1.702634573,-0.665432457
3279,1.699762225,-0.663769173
3279.5,1.697349429,-0.665459238
3280,1.695032239,-0.663695612
3280.5,1.692936897,-0.665723555
3281,1.689710975,-0.664267518
3281.5,1.686719418,-0.66565709
3282,1.684201121,-0.663517225
3282.5,1.682281971,-0.664994519
3283,1.679900527,-0.663314255
3283.5,1.677694559,-0.664922797
3284,1.675047159,-0.663542931
3284.5,1.671592951,-0.665060809
3285,1.668852806,-0.662910675
3285.5,1.666059613,-0.66434733
3286,1.663283706,-0.662315541
3286.5,1.660207272,-0.66378744
3287,1.656923413,-0.661580954
3287.5,1.653594375,-0.662639266
3288,1.650568128,-0.65994522
3288.5,1.647984505,-0.660892419
3289,1.645017028,-0.658443565
3289.5,1.642033935,-0.659228349
3290,1.639274001,-0.656439936
3290.5,1.636662006,-0.657176763
3291,1.634047627,-0.654368242
3291.5,1.631627679,-0.655173624
3292,1.62876308,-0.652459294
3292.5,1.626147747,-0.653088958
3293,1.623211503,-0.650280534
3293.5,1.620408773,-0.650667109
3294,1.617619038,-0.647587046
3294.5,1.614991903,-0.647753061
3295,1.612643123,-0.644530806
3295.5,1.610161901,-0.644787571
3296,1.607873797,-0.641411598
3296.5,1.605734468,-0.641805849
3297,1.602840304,-0.638531803
3297.5,1.600564122,-0.638346041
3298,1.59845221,-0.634981221
3298.5,1.595990419,-0.635104355
3299,1.593276978,-0.631388189
3299.5,1.591229796,-0.631010281
3300,1.589000821,-0.627285309
3300.5,1.586993575,-0.626883451
3301,1.58483243,-0.622998343
3301.5,1.583125353,-0.622498647
3302,1.580910802,-0.618763424
3302.5,1.57862258,-0.618046077
3303,1.576267481,-0.6137044
3303.5,1.574561,-0.612357893
3304,1.573163152,-0.607928284
3304.5,1.571503997,-0.606686649
3305,1.570033669,-0.601832222
3305.5,1.568979263,-0.599981331
3306,1.568883419,-0.594846396
3306.5,1.568853378,-0.593397492
3307,1.568882346,-0.588590006
3307.5,1.568789005,-0.587172256
3308,1.568839073,-0.582108204
3308.5,1.569289207,-0.580312348
3309,1.570302367,-0.575129167
3309.5,1.571415424,-0.573528546
3310,1.57283318,-0.56831775
3310.5,1.574771404,-0.566808918
3311,1.576473713,-0.561865904
3311.5,1.578710914,-0.560237736
3312,1.581185102,-0.555237148
3312.5,1.584372401,-0.553758315
3313,1.587518215,-0.549216252
3313.5,1.590888977,-0.548013173
3314,1.594456673,-0.543559837
3314.5,1.598566294,-0.542507997
3315,1.602848053,-0.538583706
3315.5,1.606926322,-0.537940971
3316,1.611654997,-0.534157159
3316.5,1.616062641,-0.533977007
3317,1.620946169,-0.530387366
3317.5,1.625914931,-0.530506262
3318,1.631292105,-0.527417397
3318.5,1.63634634,-0.528258946
3319,1.641240954,-0.525580033
3319.5,1.646225929,-0.526641336
3320,1.651085258,-0.524305969
3320.5,1.65587616,-0.525858893
3321,1.659735203,-0.523783307
3321.5,1.664176464,-0.524924712
3322,1.668547511,-0.522873706
3322.5,1.672857165,-0.524207218
3323,1.677372932,-0.521967532
3323.5,1.682524323,-0.523481708
3324,1.687207818,-0.521757651
3324.5,1.69240284,-0.523542461
3325,1.697112322,-0.522291763
3325.5,1.701815367,-0.524419276
3326,1.705996513,-0.523260712
3326.5,1.710497975,-0.52518943
3327,1.715164661,-0.523999697
3327.5,1.720043182,-0.526170247
3328,1.724891424,-0.52535033
3328.5,1.729518056,-0.527749495
3329,1.734574318,-0.526949448
3329.5,1.739649296,-0.529588206
3330,1.745265841,-0.529245913
3330.5,1.750235915,-0.532641125
3331,1.755357146,-0.532669141
3331.5,1.760072708,-0.536471134
3332,1.764764786,-0.536749153
3332.5,1.769478679,-0.540960483
3333,1.77341938,-0.541724169
3333.5,1.777647614,-0.546038627
3334,1.781398773,-0.547128032
3334.5,1.785223842,-0.551909904
3335,1.787935734,-0.553435141
3335.5,1.790935993,-0.558149796
3336,1.793546915,-0.559917319
3336.5,1.795822382,-0.565124052
3337,1.797270656,-0.56724697
3337.5,1.798117161,-0.572531005
3338,1.798397541,-0.574434903
3338.5,1.798667192,-0.57942502
3339,1.798570514,-0.581386338
3339.5,1.797926545,-0.586370769
3340,1.797162294,-0.58828959
3340.5,1.795303941,-0.593131295
3341,1.794109106,-0.594531575
3341.5,1.791933656,-0.599356699
3342,1.790003657,-0.600433259
3342.5,1.787743568,-0.605033128
3343,1.785274863,-0.606018453
3343.5,1.782619834,-0.610259938
3344,1.780281782,-0.611041647
3344.5,1.777385473,-0.615451315
3345,1.774074674,-0.616101615
3345.5,1.770771027,-0.620009364
3346,1.767585397,-0.620375616
3346.5,1.764147639,-0.624238929
3347,1.760550499,-0.624348935
3347.5,1.757252574,-0.627914173
3348,1.753753304,-0.628020292
3348.5,1.750261307,-0.63160855
3349,1.74639535,-0.631704795
3349.5,1.742381096,-0.635254985
3350,1.737689018,-0.635060188
3350.5,1.733548045,-0.638024823
3351,1.729031444,-0.637634204
3351.5,1.724721074,-0.640346714
3352,1.720295548,-0.63970281
3352.5,1.716039658,-0.64223545
3353,1.711668611,-0.641519998
3353.5,1.70712173,-0.643958301
3354,1.702512145,-0.64301364
3354.5,1.697681546,-0.645136223
3355,1.693187952,-0.643746392
3355.5,1.688658834,-0.645671432
3356,1.684266925,-0.644148793
3356.5,1.679658651,-0.645939481
3357,1.675218105,-0.644080103
3357.5,1.670914173,-0.645640605
3358,1.666579127,-0.643649436
3358.5,1.662352204,-0.645091527
3359,1.657752275,-0.642876854
3359.5,1.653751135,-0.643780079
3360,1.64982307,-0.641426563
3360.5,1.645913124,-0.642323798
3361,1.642031789,-0.639727415
3361.5,1.638375521,-0.640367307
3362,1.634875178,-0.637478833
3362.5,1.632023096,-0.638011897
3363,1.628834248,-0.635438624
3363.5,1.625643611,-0.635941182
3364,1.622513771,-0.633084159
3364.5,1.619619131,-0.63334884
3365,1.616887927,-0.630366386
3365.5,1.614269733,-0.6304884
3366,1.612105608,-0.627327707
3366.5,1.610205531,-0.6275374
3367,1.608310342,-0.624694732
3367.5,1.606317043,-0.624904952
3368,1.604882956,-0.62213258
3368.5,1.602573752,-0.622608235
3369,1.601048112,-0.619408264
3369.5,1.599606633,-0.619879383
3370,1.598207474,-0.617101614
3370.5,1.596222997,-0.617632146
3371,1.594845176,-0.614369231
3371.5,1.59381938,-0.614862621
3372,1.592670202,-0.611996836
3372.5,1.591603041,-0.612591974
3373,1.590600014,-0.609909045
3373.5,1.589223385,-0.610777752
3374,1.58764708,-0.607897597
3374.5,1.586672783,-0.608400031
3375,1.585557342,-0.605815041
3375.5,1.584092855,-0.606495565
3376,1.582749128,-0.603622524
3376.5,1.58153975,-0.604112555
3377,1.58045435,-0.601199965
3377.5,1.579417706,-0.601719638
3378,1.578344584,-0.598784581
3378.5,1.577482462,-0.599155544
3379,1.576812983,-0.596162467
3379.5,1.57643342,-0.596605007
3380,1.576136947,-0.593928222
3380.5,1.575591326,-0.594668566
3381,1.575220466,-0.592024681
3381.5,1.574699998,-0.592997206
3382,1.573809028,-0.590429999
3382.5,1.573225021,-0.591097746
3383,1.572700381,-0.588479413
3383.5,1.57247746,-0.589178546
3384,1.572491288,-0.586975219
3384.5,1.571716309,-0.588353181
3385,1.570649266,-0.586101511
3385.5,1.569556952,-0.587107469
3386,1.568611383,-0.584663245
3386.5,1.567581296,-0.58576757
3387,1.566109419,-0.583315954
3387.5,1.564934254,-0.583965229
3388,1.5639925,-0.581348549
3388.5,1.562999964,-0.582194246
3389,1.561739206,-0.579632968
3389.5,1.560642958,-0.580221634
3390,1.559721947,-0.577571078
3390.5,1.558807373,-0.578328414
3391,1.557563305,-0.575951339
3391.5,1.555842876,-0.576516817
3392,1.554582953,-0.573615102
3392.5,1.553110361,-0.573976791
3393,1.552060366,-0.57088895
3393.5,1.550739884,-0.57121041
3394,1.549657583,-0.567927056
3394.5,1.548586845,-0.567999898
3395,1.547900915,-0.564540609
3395.5,1.547267675,-0.564621836
3396,1.546770692,-0.561172642
3396.5,1.54645288,-0.561277055
3397,1.545958161,-0.557952164
3397.5,1.545544982,-0.557919892
3398,1.545232177,-0.554389288
3398.5,1.545209289,-0.554238873
3399,1.545087218,-0.550751155
3399.5,1.545117259,-0.550330675
3400,1.545788527,-0.546573494
3400.5,1.546625853,-0.546328672
3401,1.54778564,-0.54287616
3401.5,1.54870677,-0.542984671
3402,1.549714684,-0.539590943
3402.5,1.550758243,-0.539637026
3403,1.552011609,-0.536135976
3403.5,1.553672433,-0.536156245
3404,1.555397034,-0.532901786
3404.5,1.557317972,-0.533071036
3405,1.559446454,-0.530015969
3405.5,1.561450481,-0.530414775
3406,1.563889384,-0.527210776
3406.5,1.567150831,-0.527822101
3407,1.570186138,-0.525570708
3407.5,1.573153257,-0.52689705
3408,1.575810671,-0.525266474
3408.5,1.577760696,-0.527018792
3409,1.579564333,-0.525170052
3409.5,1.581614017,-0.526624516
3410,1.583803892,-0.524931186
3410.5,1.58575213,-0.526688947
3411,1.587727308,-0.525112744
3411.5,1.589608669,-0.526916625
3412,1.591801286,-0.525446917
3412.5,1.593779445,-0.52766937
3413,1.59548986,-0.526514771
3413.5,1.597236991,-0.528731259
3414,1.599159002,-0.527851145
3414.5,1.600441217,-0.530650239
3415,1.601292253,-0.529880128
3415.5,1.602167606,-0.532396609
3416,1.603090048,-0.531722613
3416.5,1.603341103,-0.534447439
3417,1.60380435,-0.533510967
3417.5,1.604170322,-0.536211702
3418,1.604433537,-0.53542204
3418.5,1.604413152,-0.538246681
3419,1.604162574,-0.537337175
3419.5,1.604213595,-0.540067567
3420,1.603706002,-0.539367671
3420.5,1.603291392,-0.542105344
3421,1.602283716,-0.541362411
3421.5,1.601577044,-0.543815128
3422,1.600717306,-0.543005345
3422.5,1.599909782,-0.545570754
3423,1.598804593,-0.544906815
3423.5,1.59745729,-0.547612876
3424,1.595625997,-0.546888468
3424.5,1.593781829,-0.549348294
3425,1.591609359,-0.548491784
3425.5,1.589222789,-0.550788338
3426,1.586448431,-0.549649531
3426.5,1.58358717,-0.55136433
3427,1.581040859,-0.549717754
3427.5,1.578192234,-0.551176728
3428,1.575825214,-0.549085914
3428.5,1.573376536,-0.550405778
3429,1.570997834,-0.548175797
3429.5,1.568790674,-0.549188927
3430,1.56694901,-0.546963527
3430.5,1.564595103,-0.548245933
3431,1.562217593,-0.545828787
3431.5,1.559828401,-0.546805828
3432,1.557355523,-0.544173881
3432.5,1.554927111,-0.54483552
3433,1.552487493,-0.541878509
3433.5,1.550245523,-0.542153209
3434,1.548184395,-0.538908165
3434.5,1.546257615,-0.538982531
3435,1.544508696,-0.53551824
3435.5,1.542948127,-0.535409938
3436,1.541573286,-0.531793176
3436.5,1.540374875,-0.53159533
3437,1.539258838,-0.527882749
3437.5,1.538330317,-0.527568961
3438,1.537418127,-0.523728525
3438.5,1.53664887,-0.523166197
3439,1.536240458,-0.518856681
3439.5,1.536712527,-0.518152147
3440,1.536955237,-0.514303873
3440.5,1.53730464,-0.513675303
3441,1.537958264,-0.509632266
3441.5,1.538716078,-0.509086017
3442,1.539486527,-0.504849588
3442.5,1.541046381,-0.503971188
3443,1.542893767,-0.499771537
3443.5,1.545346379,-0.499215398
3444,1.547508836,-0.49534289
3444.5,1.550453901,-0.494739683
3445,1.553527355,-0.49103754
3445.5,1.557329655,-0.490689304
3446,1.561464429,-0.487518629
3446.5,1.565793872,-0.487984282
3447,1.569979072,-0.485543001
3447.5,1.573995471,-0.486509791
3448,1.578120708,-0.484189675
3448.5,1.582717657,-0.485450372
3449,1.587113619,-0.483798115
3449.5,1.591631293,-0.48558605
3450,1.595964909,-0.484470465
3450.5,1.600304961,-0.486716256
3451,1.604528666,-0.486213087
3451.5,1.608113885,-0.488973364
3452,1.611961842,-0.488657261
3452.5,1.615159631,-0.491856026
3453,1.618492484,-0.491742939
3453.5,1.621499658,-0.495356558
3454,1.623908281,-0.495733334
3454.5,1.625967741,-0.499321765
3455,1.62812686,-0.499704557
3455.5,1.629766583,-0.5036246
3456,1.631070852,-0.504230171
3456.5,1.631838083,-0.508153041
3457,1.632490635,-0.50864716
3457.5,1.632713914,-0.512479625
3458,1.632946968,-0.512826479
3458.5,1.632900953,-0.51661101
3459,1.632856131,-0.516953517
3459.5,1.632459521,-0.520919127
3460,1.631488323,-0.521324547
3460.5,1.630409598,-0.52499755
3461,1.629048586,-0.525194697
3461.5,1.627572179,-0.528625464
3462,1.62600708,-0.528600601
3462.5,1.624280572,-0.531838588
3463,1.622735739,-0.531554823
3463.5,1.621219516,-0.534898892
3464,1.619119167,-0.534893525
3464.5,1.616628408,-0.538077326
3465,1.614053249,-0.537563807
3465.5,1.611603379,-0.540423098
3466,1.60887599,-0.539708642
3466.5,1.60644567,-0.542295581
3467,1.603755832,-0.541519376
3467.5,1.601057172,-0.544052558
3468,1.597916484,-0.543054368
3468.5,1.595059037,-0.54512895
3469,1.592119455,-0.543818465
3469.5,1.589439154,-0.545664132
3470,1.58673811,-0.544257828
3470.5,1.583998919,-0.546063931
3471,1.581186175,-0.544498182
3471.5,1.57827425,-0.546093842
3472,1.575433016,-0.544065622
3472.5,1.573178887,-0.545302239
3473,1.570857644,-0.543376238
3473.5,1.568684459,-0.544670357
3474,1.566378832,-0.54278906
3474.5,1.564000607,-0.543986199
3475,1.56171,-0.541879907
3475.5,1.5594455,-0.542829522
3476,1.557626843,-0.54053947
3476.5,1.555646896,-0.541606493
3477,1.553812146,-0.53929849
3477.5,1.551879048,-0.540329781
3478,1.549922705,-0.537822091
3478.5,1.548499465,-0.538497362
3479,1.547259569,-0.536205905
3479.5,1.545685887,-0.537163205
3480,1.544264793,-0.534766538
3480.5,1.54281652,-0.535562737
3481,1.541688919,-0.533128072
3481.5,1.540294409,-0.533912862
3482,1.539579511,-0.531284314
3482.5,1.538784981,-0.532379896
3483,1.537779808,-0.530053633
3483.5,1.536889076,-0.531041348
3484,1.535976052,-0.528758232
3484.5,1.535076141,-0.529647256
3485,1.534601569,-0.527309173
3485.5,1.534090996,-0.528433523
3486,1.533720016,-0.526487325
3486.5,1.532720327,-0.527883444
3487,1.5321697,-0.525751369
3487.5,1.531487942,-0.527327451
3488,1.530586123,-0.525498936
3488.5,1.529580832,-0.527037826
3489,1.528617263,-0.525268483
3489.5,1.527356505,-0.526892936
3490,1.526288509,-0.525159375
3490.5,1.524688005,-0.52703106
3491,1.52296114,-0.525203288
3491.5,1.521197677,-0.526980193
3492,1.518830299,-0.525164167
3492.5,1.516609788,-0.526452005
3493,1.514459372,-0.524344879
3493.5,1.512243629,-0.525592474
3494,1.509961843,-0.523402531
3494.5,1.50759995,-0.524557437
3495,1.505130768,-0.522320037
3495.5,1.502234221,-0.523376756
3496,1.499354601,-0.520583919
3496.5,1.496878147,-0.521248268
3497,1.493992567,-0.518512774
3497.5,1.491125703,-0.518908329
3498,1.488149285,-0.515791517
3498.5,1.485235214,-0.515808637
3499,1.482309818,-0.512254152
3499.5,1.479704857,-0.511800749
3500,1.477290154,-0.508073444
3500.5,1.474571109,-0.507568039
3501,1.471969962,-0.50327728
3501.5,1.469747424,-0.502169769
3502,1.467761278,-0.497498824
3502.5,1.466290593,-0.496121038
3503,1.464858294,-0.491469752
3503.5,1.463507891,-0.489916908
3504,1.46253705,-0.484891779
3504.5,1.461776495,-0.483122415
3505,1.461358547,-0.477857061
3505.5,1.461332917,-0.475833474
3506,1.461924195,-0.470506468
3506.5,1.462506771,-0.46882365
3507,1.462994218,-0.463391609
3507.5,1.464407802,-0.461195409
3508,1.466060996,-0.455901575
3508.5,1.468046784,-0.453865466
3509,1.470437884,-0.448640347
3509.5,1.473080039,-0.446764341
3510,1.476157069,-0.441687737
3510.5,1.479365826,-0.439983892
3511,1.483238578,-0.434965207
3511.5,1.48733747,-0.433656861
3512,1.491627932,-0.42895465
3512.5,1.496546865,-0.42784943
3513,1.501484275,-0.423717556
3513.5,1.506679654,-0.422906556
3514,1.512435079,-0.419104549
3514.5,1.517997265,-0.418952207
3515,1.523903966,-0.415402989
3515.5,1.530128717,-0.415610941
3516,1.536304593,-0.412553361
3516.5,1.543000221,-0.412988324
3517,1.549970984,-0.410447105
3517.5,1.55713582,-0.411524772
3518,1.564629555,-0.409648125
3518.5,1.572036028,-0.411621164
3519,1.579250932,-0.410506097
3519.5,1.586363316,-0.412930891
3520,1.593793154,-0.412205175
3520.5,1.601128817,-0.41546351
3521,1.60799849,-0.415471056
3521.5,1.61513567,-0.419184512
3522,1.621687531,-0.419994923
3522.5,1.627920032,-0.424230401
3523,1.634032011,-0.425335272
3523.5,1.639984727,-0.430125447
3524,1.645365477,-0.431932118
3524.5,1.650100946,-0.437166172
3525,1.654563427,-0.43911293
3525.5,1.658592224,-0.444631922
3526,1.662088275,-0.446826619
3526.5,1.665259004,-0.452486374
3527,1.667817116,-0.454866873
3527.5,1.669907331,-0.460523355
3528,1.671726465,-0.462756009
3528.5,1.67332077,-0.468396103
3529,1.674527645,-0.470743028
3529.5,1.675218463,-0.476440622
3530,1.675652862,-0.478638221
3530.5,1.675716996,-0.484316963
3531,1.6752038,-0.48631882
3531.5,1.674988985,-0.491596081
3532,1.674473047,-0.493627941
3532.5,1.673737645,-0.49908435
3533,1.672341704,-0.501138848
3533.5,1.670807242,-0.506315768
3534,1.669155359,-0.50808737
3534.5,1.667368293,-0.513268615
3535,1.665069103,-0.515022009
3535.5,1.662663221,-0.520022715
3536,1.659832001,-0.521562542
3536.5,1.657005548,-0.526332295
3537,1.653689027,-0.527669302
3537.5,1.650471568,-0.532078235
3538,1.647070646,-0.533171114
3538.5,1.643561006,-0.53742542
3539,1.639898539,-0.538249267
3539.5,1.636305809,-0.542307736
3540,1.632351279,-0.543036162
3540.5,1.628338695,-0.546787267
3541,1.624369144,-0.547148823
3541.5,1.620463729,-0.550703853
3542,1.616536021,-0.551008953
3542.5,1.612318754,-0.554558726
3543,1.607938051,-0.55460826
3543.5,1.603598952,-0.557790692
3544,1.599293709,-0.557602662
3544.5,1.594853878,-0.560642225
3545,1.590392709,-0.560154688
3545.5,1.58608377,-0.562923605
3546,1.581602216,-0.562254444
3546.5,1.577421308,-0.564664085
3547,1.573485494,-0.563889646
3547.5,1.569381833,-0.566534024
3548,1.564881086,-0.565769776
3548.5,1.560385346,-0.56794319
3549,1.556314707,-0.566710148
3549.5,1.552367568,-0.568918182
3550,1.548184156,-0.567851293
3550.5,1.543897152,-0.569892948
3551,1.539768577,-0.568552401
3551.5,1.535570264,-0.570499313
3552,1.531393886,-0.569003856
3552.5,1.527290344,-0.57082909
3553,1.522910237,-0.569303484
3553.5,1.518426776,-0.57073092
3554,1.51436913,-0.568625285
3554.5,1.510532022,-0.569879558
3555,1.506739259,-0.567746222
3555.5,1.503139257,-0.568844904
3556,1.499792457,-0.56660586
3556.5,1.496624231,-0.567857716
3557,1.49313283,-0.56583158
3557.5,1.489748478,-0.56685286
3558,1.486677408,-0.564640112
3558.5,1.483512044,-0.56582579
3559,1.480308771,-0.563615581
3559.5,1.477200747,-0.564701975
3560,1.474025846,-0.562451016
3560.5,1.470970392,-0.563401073
3561,1.46801579,-0.561078869
3561.5,1.46507895,-0.562058373
3562,1.462100506,-0.559712491
3562.5,1.459233165,-0.560555179
3563,1.456493855,-0.558178506
3563.5,1.453656912,-0.559075445
3564,1.450865626,-0.55660188
3564.5,1.448179841,-0.557316108
3565,1.44577086,-0.554763498
3565.5,1.443446279,-0.555597328
3566,1.441179872,-0.553284437
3566.5,1.43868649,-0.554299054
3567,1.436255336,-0.551964239
3567.5,1.433754921,-0.552957128
3568,1.431301236,-0.550630302
3568.5,1.428756714,-0.551628537
3569,1.426236629,-0.549269729
3569.5,1.423698425,-0.550205317
3570,1.421251059,-0.54782328
3570.5,1.418793321,-0.548796276
3571,1.416362643,-0.546554114
3571.5,1.413574338,-0.547684783
3572,1.410679817,-0.545214548
3572.5,1.4080832,-0.545981816
3573,1.405558944,-0.543594123
3573.5,1.402860403,-0.544559662
3574,1.400031447,-0.542197738
3574.5,1.397101164,-0.542981012
3575,1.394406319,-0.540491581
3575.5,1.391383648,-0.541415241
3576,1.388307095,-0.538820797
3576.5,1.385189772,-0.539573104
3577,1.38181448,-0.536887462
3577.5,1.378441334,-0.537183942
3578,1.375461578,-0.534142931
3578.5,1.372251034,-0.534495505
3579,1.369103074,-0.531292895
3579.5,1.365965843,-0.531405586
3580,1.362906098,-0.528000902
3580.5,1.359977722,-0.527952313
3581,1.356971145,-0.524500563
3581.5,1.354005456,-0.524239056
3582,1.351167083,-0.520547852
3582.5,1.348388076,-0.520122984
3583,1.345737338,-0.516264313
3583.5,1.343183517,-0.515691509
3584,1.340790629,-0.511697654
3584.5,1.338586092,-0.511075733
3585,1.336367011,-0.507217645
3585.5,1.333975196,-0.506568561
3586,1.331823468,-0.502417092
3586.5,1.329708695,-0.50167142
3587,1.327603579,-0.49742121
3587.5,1.325683951,-0.496440437
3588,1.323919415,-0.492078363
3588.5,1.32221961,-0.491081452
3589,1.320557714,-0.486610732
3589.5,1.319125891,-0.485422062
3590,1.317812324,-0.48088785
3590.5,1.316604614,-0.479639145
3591,1.315598488,-0.474965605
3591.5,1.314838171,-0.473657503
3592,1.314228535,-0.469048652
3592.5,1.313742638,-0.467798479
3593,1.313435912,-0.463201954
3593.5,1.313286543,-0.461976465
3594,1.313444376,-0.457423017
3594.5,1.31377399,-0.456490003
3595,1.314008713,-0.452292377
3595.5,1.314245701,-0.451477234
3596,1.314595461,-0.447186626
3596.5,1.315308332,-0.446439016
3597,1.315859795,-0.442446975
3597.5,1.316712141,-0.441778649
3598,1.31763792,-0.438028555
3598.5,1.318538785,-0.437723676
3599,1.319428921,-0.434133801
3599.5,1.320508361,-0.433978978
3600,1.321562171,-0.430734864
3600.5,1.322508693,-0.430935695
3601,1.323394775,-0.42787749
3601.5,1.32428503,-0.428275709
3602,1.325007081,-0.42547494
3602.5,1.325642943,-0.425997366
3603,1.326331377,-0.423315867
3603.5,1.326757431,-0.424156988
3604,1.326975584,-0.42156632
3604.5,1.327209473,-0.422380179
